name,site,subtypes,category,phone,full_address,postal_code,latitude,longitude,rating,reviews,reviews_tags,photos_count,photo,working_hours,business_status,about,description,menu_link,location_link,place_id
Odgajivacnica Marli,,Kennel,Одгајивачница паса,+381 65 6845675,"Arčibalda Rajsa 44 a, Beograd 11030",11030,44.7551041,20.4272517,,,,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w-b4ldV7k0YIJynYT4G8DQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=245.08348&pitch=0&thumbfov=100,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/Odgajivacnica+Marli/@44.7551041,20.4272517,14z/data=!4m8!1m2!2m1!1sOdgajivacnica+Marli!3m4!1s0x475a713c63db98cd:0x279828d52ea104!8m2!3d44.7551041!4d20.4272517",ChIJzZjbYzxxWkcRBKEu1SiYJwA
"Cuvanje Macaka ""Macije Carstvo""",,"Pet sitter, Pet boarding service",Čuvar kućnih ljubimaca,+381 61 2235722,"Bože Jankovića 52, Beograd",None,44.7823693,20.475463899999998,4.5,2.0,,37.0,https://lh3.googleusercontent.com/p/AF1QipN8X-SywFs38Q0O-Y7mHyOUmOinXQ2n9pwg-CqI=w800-h500-k-no,,CLOSED_TEMPORARILY,{},,,"https://www.google.com/maps/place/Cuvanje+Macaka+%22Macije+Carstvo%22/@44.7823693,20.475463899999998,14z/data=!4m8!1m2!2m1!1sCuvanje+Macaka+%22Macije+Carstvo%22!3m4!1s0x475a7067f7012edb:0x6242ba657d96067d!8m2!3d44.7823693!4d20.475463899999998",ChIJ2y4B92dwWkcRfQaWfWW6QmI
"Dog Rescue Shelter, Serbia",https://dogrescueshelter.org/,Animal rescue service,Друштво за спашавање животиња,+381 64 3631353,"Vuka Karadzica 36/14, Mladenovac 11400",11400,44.4702662,20.7114661,4.8,65.0,"job, video, prayer, donation",67.0,https://lh3.googleusercontent.com/p/AF1QipPb5KvyMm7ihdo4UAx1vuBAgPNrPTKsu7U3lwO4=w800-h500-k-no,"{""Monday"": ""8AM-7PM"", ""Tuesday"": ""8AM-7PM"", ""Wednesday"": ""8AM-7PM"", ""Thursday"": ""8AM-7PM"", ""Friday"": ""8AM-7PM"", ""Saturday"": ""8AM-7PM"", ""Sunday"": ""8AM-7PM""}",OPERATIONAL,{},"Dog Rescue Shelter is non-profit, non-governmental rescue organization registered in Serbia. Our shelter located in Mladenovac is largest no-kill animal shelter.
Registration number: 28291248

In our shelter 350 rescued dogs and cats waiting to get a new homes. Please don’t shop, adopt!",,"https://www.google.com/maps/place/Dog+Rescue+Shelter%2C+Serbia/@44.4702662,20.7114661,14z/data=!4m8!1m2!2m1!1sDog+Rescue+Shelter%2C+Serbia!3m4!1s0x4750b0826369dacf:0xbe819b2117e4a816!8m2!3d44.4702662!4d20.7114661",ChIJz9ppY4KwUEcRFqjkFyGbgb4
Prevoz Kućnih Ljubimaca Pet Taxi Beograd Ivan,http://www.pettaxibeograd.rs/,Pet moving service,Pet moving service,+381 69 639609,"Terazije 5, Beograd 11000",11000,44.8144579,20.4605231,4.9,52.0,,11.0,https://lh3.googleusercontent.com/p/AF1QipPpgeuMbUsVWU77-ZIBdvQnVGQOyMBxgDCt_VEe=w800-h500-k-no,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"{""From the business"": {""Identifies as women-owned"": true}, ""Other"": {""Identifies as women-owned"": true}}",,,"https://www.google.com/maps/place/Prevoz+Ku%C4%87nih+Ljubimaca+Pet+Taxi+Beograd+Ivan/@44.8144579,20.4605231,14z/data=!4m8!1m2!2m1!1sPrevoz+Ku%C4%87nih+Ljubimaca+Pet+Taxi+Beograd+Ivan!3m4!1s0x475a7be558f5fccd:0xb644f5532d583311!8m2!3d44.8144579!4d20.4605231",ChIJzfz1WOV7WkcRETNYLVP1RLY
Prevoz ljubimaca Beograd - Pet Taxi Sava,https://pet-taxi.rs/,Pet moving service,Селидба кућних љубимаца,+381 66 5346777,"Rastka Petrovića 64, Beograd",None,44.7755059,20.4961682,5.0,35.0,,14.0,https://lh3.googleusercontent.com/p/AF1QipNLM5aFLhrY5D-Mz3DEMwOYWcvGeO0SlBTdzVU=w800-h500-k-no,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""8AM-5PM"", ""Sunday"": ""8AM-12PM""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/Prevoz+ljubimaca+Beograd+-+Pet+Taxi+Sava/@44.7755059,20.4961682,14z/data=!4m8!1m2!2m1!1sPrevoz+ljubimaca+Beograd+-+Pet+Taxi+Sava!3m4!1s0x475a71f4681bd229:0x78dbe760d3f3b048!8m2!3d44.7755059!4d20.4961682",ChIJKdIbaPRxWkcRSLDz02Dn23g
Pet Taxi Pedja,,Pet moving service,Селидба кућних љубимаца,+381 63 1625531,"Braničevska, Beograd",None,44.7946768,20.469396099999997,5.0,20.0,,36.0,https://lh3.googleusercontent.com/p/AF1QipMOu73W-G85iGkhwkUeYYCWTAl9susU8VJeaHgV=w800-h500-k-no,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",,,"https://www.google.com/maps/place/Pet+Taxi+Pedja/@44.7946768,20.469396099999997,14z/data=!4m8!1m2!2m1!1sPet+Taxi+Pedja!3m4!1s0x475a71376f2499f3:0xabeab169b39e97b!8m2!3d44.7946768!4d20.469396099999997",ChIJ85kkbzdxWkcRe-k5mxarvgo
PET TAXI – SAPOPREVOZ,,Transportation service,Услуге превоза,+381 64 3359633,Belgrade,None,44.8099561,20.380088,5.0,2.0,,11.0,https://lh3.googleusercontent.com/p/AF1QipNhhzK7bi2fqLiRKmA2QbxQTvpyxeke8_RJF8mH=w800-h500-k-no,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/PET+TAXI+%E2%80%93+SAPOPREVOZ/@44.8099561,20.380088,14z/data=!4m8!1m2!2m1!1sPET+TAXI+%E2%80%93+SAPOPREVOZ!3m4!1s0x475a6f12cb90ad7b:0x973e3d632e92fd75!8m2!3d44.8099561!4d20.380088",ChIJe62QyxJvWkcRdf2SLmM9Ppc
PET TAXI – SAPOPREVOZ,,Transportation service,Услуге превоза,+381 64 3359633,Belgrade,None,44.8125449,20.4612299,4.5,2.0,,6.0,https://lh3.googleusercontent.com/p/AF1QipNde6AjKfkeEdM9HTskdie83sh5vTSgN3a6JeSM=w800-h500-k-no,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/PET+TAXI+%E2%80%93+SAPOPREVOZ/@44.8125449,20.4612299,14z/data=!4m8!1m2!2m1!1sPET+TAXI+%E2%80%93+SAPOPREVOZ!3m4!1s0x475a7b2a2ecc2de7:0x4ce78a8236828ae7!8m2!3d44.8125449!4d20.4612299",ChIJ5y3MLip7WkcR54qCNoKK50w
Pet taxi Peđa,,Transportation escort service,Услуге превоза уз пратњу,+381 63 1625531,"Mickijevičeva 25-5, Beograd",None,44.7775677,20.4867852,5.0,1.0,,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BbK-ogjzstcMh4ENsueZaQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=103.82563&pitch=0&thumbfov=100,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/Pet+taxi+Pe%C4%91a/@44.7775677,20.4867852,14z/data=!4m8!1m2!2m1!1sPet+taxi+Pe%C4%91a!3m4!1s0x475a71224caae18b:0xd85c4fb484f4c1f2!8m2!3d44.7775677!4d20.4867852",ChIJi-GqTCJxWkcR8sH0hLRPXNg
Pet taxi Supreme,https://pet-taxi.rs/,Pet moving service,Селидба кућних љубимаца,+381 66 5346777,"Mis Irbijeve 47-61, Beograd 11050",11050,44.788078299999995,20.5063519,5.0,3.0,,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Lu08YqduL9mVT4TDk0J5Tw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=160.93887&pitch=0&thumbfov=100,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""8AM-10PM""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/Pet+taxi+Supreme/@44.788078299999995,20.5063519,14z/data=!4m8!1m2!2m1!1sPet+taxi+Supreme!3m4!1s0x475a7137b8135181:0x9d3ad82ccc137d4b!8m2!3d44.788078299999995!4d20.5063519",ChIJgVETuDdxWkcRS30TzCzYOp0
Pet taxi Peđa,,Pet moving service,Селидба кућних љубимаца,+381 63 1625531,"Mirijevski bulevar 52-56, Beograd",None,44.8044848,20.5247058,,,,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GTP_StQJoLNKW64guBLm2w&cb_client=search.gws-prod.gps&w=800&h=500&yaw=261.76892&pitch=0&thumbfov=100,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/Pet+taxi+Pe%C4%91a/@44.8044848,20.5247058,14z/data=!4m8!1m2!2m1!1sPet+taxi+Pe%C4%91a!3m4!1s0x475a7be766a98803:0xf8e417541b9a3658!8m2!3d44.8044848!4d20.5247058",ChIJA4ipZud7WkcRWDaaG1QX5Pg
Prevoz kućnih ljubimaca,,Pet moving service,Pet moving service,+381 63 271695,"Generala Save Grujića, Beograd",None,44.7773148,20.4639871,5.0,1.0,,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FpcC_5VlsiV9JzYl46s4SQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=54.444294&pitch=0&thumbfov=100,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/Prevoz+ku%C4%87nih+ljubimaca/@44.7773148,20.4639871,14z/data=!4m8!1m2!2m1!1sPrevoz+ku%C4%87nih+ljubimaca!3m4!1s0x475a7045ef6269a3:0x75d8381cf692f232!8m2!3d44.7773148!4d20.4639871",ChIJo2li70VwWkcRMvKS9hw42HU
Prevoz kućnih ljubimaca,,Pet moving service,Pet moving service,+381 63 271695,"Glavna 24, Beograd 11000",11000,44.844406299999996,20.4114582,,,,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZOWTK9fzLFYKQAbQs-kH0Q&cb_client=search.gws-prod.gps&w=800&h=500&yaw=82.83535&pitch=0&thumbfov=100,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/Prevoz+ku%C4%87nih+ljubimaca/@44.844406299999996,20.4114582,14z/data=!4m8!1m2!2m1!1sPrevoz+ku%C4%87nih+ljubimaca!3m4!1s0x475a65b4980e0819:0xa465f8716dcd1ea7!8m2!3d44.844406299999996!4d20.4114582",ChIJGQgOmLRlWkcRpx7NbXH4ZaQ
PettaxiSava,,Pet moving service,Селидба кућних љубимаца,,"Goce Delčeva 44, Beograd 11070",11070,44.8301836,20.4022155,5.0,1.0,,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R5ziS5RLAuUWQW4CVYwpew&cb_client=search.gws-prod.gps&w=800&h=500&yaw=134.36401&pitch=0&thumbfov=100,,CLOSED_PERMANENTLY,{},,,"https://www.google.com/maps/place/PettaxiSava/@44.8301836,20.4022155,14z/data=!4m8!1m2!2m1!1sPettaxiSava!3m4!1s0x475a65c0570dc401:0x312a5b3c38d71f26!8m2!3d44.8301836!4d20.4022155",ChIJAcQNV8BlWkcRJh_XODxbKjE
Pansion za mačke Le PETit Hotel Beograd,http://www.lepetit.rs/,"Pet sitter, Service establishment",Pet sitter,+381 63 202121,,,44.8153593,20.4224682,4.3,38.0,,6.0,https://lh3.googleusercontent.com/p/AF1QipPX34IsHIN6EqhpGKcQvtnaKT2eG4YrtBPSSLq9=w800-h500-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""9AM-9PM""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/Pansion+za+ma%C4%8Dke+Le+PETit+Hotel+Beograd/@44.8153593,20.4224682,14z/data=!4m8!1m2!2m1!1sPansion+za+ma%C4%8Dke+Le+PETit+Hotel+Beograd!3m4!1s0x475a7a78d6baf8bf:0xec0d168531c25a9d!8m2!3d44.8153593!4d20.4224682",ChIJv_i61nh6WkcRnVrCMYUWDew
Pet Forest - Pansion za pse,https://www.petforest.rs/,Pet sitter,Pet sitter,+381 61 1500017,"Pilota Mihaila Petrovića 5, Beograd 11090",11090,44.7450213,20.437983499999998,4.3,60.0,,135.0,https://lh3.googleusercontent.com/p/AF1QipOEacdQnHOfN8_7WYWc1gbV7L4FkdWf5Z7dPiiZ=w800-h500-k-no,"{""Monday"": ""8AM-7PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/Pet+Forest+-+Pansion+za+pse/@44.7450213,20.437983499999998,14z/data=!4m8!1m2!2m1!1sPet+Forest+-+Pansion+za+pse!3m4!1s0x475a71a28478bce7:0x5b97d8448d3cc3ab!8m2!3d44.7450213!4d20.437983499999998",ChIJ57x4hKJxWkcRq8M8jUTYl1s
Pet House Hotel,http://pethotel.rs/,Pet sitter,Pet sitter,+381 65 2005377,"Pante Mihajlovića 13, Beograd",None,44.7313312,20.4734679,4.6,119.0,,272.0,https://lh3.googleusercontent.com/p/AF1QipMJN4hI3No9Mlfb8ZBwb-pEwVucjLYyxLswQaR7=w800-h500-k-no,"{""Monday"": ""7AM-8PM"", ""Tuesday"": ""7AM-8PM"", ""Wednesday"": ""7AM-8PM"", ""Thursday"": ""7AM-8PM"", ""Friday"": ""7AM-8PM"", ""Saturday"": ""7AM-8PM"", ""Sunday"": ""7AM-8PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible entrance"": false}}",,,"https://www.google.com/maps/place/Pet+House+Hotel/@44.7313312,20.4734679,14z/data=!4m8!1m2!2m1!1sPet+House+Hotel!3m4!1s0x475a7166e192e017:0xa121211830561ac5!8m2!3d44.7313312!4d20.4734679",ChIJF-CS4WZxWkcRxRpWMBghIaE
Pansion za pse Happy House (Srecna kuca),http://www.happyhouse.rs/,Dog day care center,Дневни боравак за псе,+381 63 7722677,"Jovana Zlatoustog 14, Beograd",None,44.8970495,20.453055199999998,4.7,81.0,,392.0,https://lh3.googleusercontent.com/p/AF1QipMmolh9PfUPIz0_D7KTXTUikvkwI6GzPoi8shsm=w800-h500-k-no,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",,,"https://www.google.com/maps/place/Pansion+za+pse+Happy+House+%28Srecna+kuca%29/@44.8970495,20.453055199999998,14z/data=!4m8!1m2!2m1!1sPansion+za+pse+Happy+House+%28Srecna+kuca%29!3m4!1s0x475a63ddd64e9137:0x9409bf29b7bb26bc!8m2!3d44.8970495!4d20.453055199999998",ChIJN5FO1t1jWkcRvCa7tym_CZQ
Tija Pet Care,,Pet sitter,Pet sitter,+381 60 6661045,"Vlasenička 1, Beograd 11060",11060,44.81688,20.519631999999998,,,,3.0,https://lh3.googleusercontent.com/p/AF1QipMW-rdFHbbISO5qB1JsrxnhQ5zS1qF1x7snnr7-=w800-h500-k-no,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/Tija+Pet+Care/@44.81688,20.519631999999998,14z/data=!4m8!1m2!2m1!1sTija+Pet+Care!3m4!1s0x475a7b1be6ce1ccd:0x9d09dc68eade59da!8m2!3d44.81688!4d20.519631999999998",ChIJzRzO5ht7WkcR2lne6mjcCZ0
OAZA,https://www.facebook.com/Oaza-azil-713180368754691/?ref=page_internal,Animal shelter,Animal shelter,+381 61 3134745,"Ulica Avalski put, Beograd",None,44.6825026,20.5212973,3.6,24.0,,80.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB9HqwHQzoDV26VWpP7TxHCDyhhg3y-6LWqGxqvdz7-wni2F3nsHo7ucQT37ba_YNp5sYUlRWE_06jAzPVaxi9ybcScFu_9NRDamUO-g55FUo_6h8HHBhmD0ceauoAanSZLH-en49Q=w800-h500-k-no,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/OAZA/@44.6825026,20.5212973,14z/data=!4m8!1m2!2m1!1sOAZA!3m4!1s0x475a7597547a4b45:0x92ebef7bf2be6dea!8m2!3d44.6825026!4d20.5212973",ChIJRUt6VJd1WkcR6m2-8nvv65I
Риска - Азил за псе,https://www.animalhope.org.rs/,"Animal shelter, Association / Organization",Азил за животиње,,"Vranovačka 104, Beograd 11000",11000,44.8588215,20.4580709,4.7,29.0,,4.0,https://lh3.googleusercontent.com/p/AF1QipPg74vPeSx9zXeXY3LYpHhU11I4xMme9T9hCX-m=w800-h500-k-no,,OPERATIONAL,"{""From the business"": {""Identifies as women-owned"": true}, ""Other"": {""Identifies as women-owned"": true}}",,,"https://www.google.com/maps/place/%D0%A0%D0%B8%D1%81%D0%BA%D0%B0+-+%D0%90%D0%B7%D0%B8%D0%BB+%D0%B7%D0%B0+%D0%BF%D1%81%D0%B5/@44.8588215,20.4580709,14z/data=!4m8!1m2!2m1!1s%D0%A0%D0%B8%D1%81%D0%BA%D0%B0+-+%D0%90%D0%B7%D0%B8%D0%BB+%D0%B7%D0%B0+%D0%BF%D1%81%D0%B5!3m4!1s0x475a7f2b017cefe7:0x507060c16a2c9a0!8m2!3d44.8588215!4d20.4580709",ChIJ5-98ASt_WkcRoMmiFgwGBwU
Pasha A.R.C.,https://www.pashaarc.co.uk/,Pet adoption service,Pet adoption service,,"Appointment Only, Beograd",None,44.8125449,20.4612299,,,,15.0,https://lh3.googleusercontent.com/p/AF1QipPdwhMaZSEceavhXP7P1BqJz7TUEOFEN58ssGTA=w800-h500-k-no,,OPERATIONAL,{},,,"https://www.google.com/maps/place/Pasha+A.R.C./@44.8125449,20.4612299,14z/data=!4m8!1m2!2m1!1sPasha+A.R.C.!3m4!1s0x475a7b3532b06b77:0x7bd2cde5437fd93c!8m2!3d44.8125449!4d20.4612299",ChIJd2uwMjV7WkcRPNl_Q-XN0ns
"Cat shelter ""Fur Fur""",https://www.instagram.com/furfur_catcafe,Pet adoption service,Pet adoption service,,"Cvijićeva 40, Beograd",None,44.8157991,20.4768753,5.0,3.0,,5.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8LZzfuWBPoZxKZU5i3FiIPB3SXyG6vDzzaeFhNciHMKJGfw28I8-LMAW_fXEN8DS2EYze5B-SrS7ykq-sOV3rjG6hpwNJ6w-H-a1MX2R6nNEjDc2_kQB7Cop3BofSf0ATUKHS-2w=w800-h500-k-no,"{""Monday"": ""6-9PM"", ""Tuesday"": ""6-9PM"", ""Wednesday"": ""6-9PM"", ""Thursday"": ""6-9PM"", ""Friday"": ""6-9PM"", ""Saturday"": ""3-9PM"", ""Sunday"": ""3-9PM""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/Cat+shelter+%22Fur+Fur%22/@44.8157991,20.4768753,14z/data=!4m8!1m2!2m1!1sCat+shelter+%22Fur+Fur%22!3m4!1s0x475a7b002dc17c41:0x168bf6bb0b04d373!8m2!3d44.8157991!4d20.4768753",ChIJQXzBLQB7WkcRc9MEC7v2ixY
Dog Shelter - Kovilovo,http://www.veterinabeograd.rs/index.php?page_id=496,Veterinarian,Veterinarian,+381 11 2764366,"Unnamed Road, Beograd",None,44.878136399999995,20.3817967,3.3,6.0,,5.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_Gq5-CUWYD1Dn9qzIdwM5-_3-OG8qJnEQf4Tp2c4CXEgzD2a8mNxrD6V4aenwcp6Eqa3Hy6_5fSU92byQpPJImPfsUu36VrcsFlaJm_ynXAWXCtHd1CmfwufvBYR7nbi8PMZGWsw=w800-h500-k-no,,OPERATIONAL,{},,,"https://www.google.com/maps/place/Dog+Shelter+-+Kovilovo/@44.878136399999995,20.3817967,14z/data=!4m8!1m2!2m1!1sDog+Shelter+-+Kovilovo!3m4!1s0x475a67a936f01d29:0x648a2983f780844e!8m2!3d44.878136399999995!4d20.3817967",ChIJKR3wNqlnWkcRToSA94MpimQ
Azil “Zoovita”,http://www.zoovita.rs/,Sheltered housing,Заштићено становање,,"Belarička 715, Beograd",None,44.9001879,20.3273604,4.9,16.0,,587.0,https://lh3.googleusercontent.com/p/AF1QipPb9QJt9j0xKInUA4K3l5-AGk9o3NmmFfHR20XM=w800-h500-k-no,"{""Monday"": ""9AM-4PM"", ""Tuesday"": ""9AM-4PM"", ""Wednesday"": ""9AM-4PM"", ""Thursday"": ""9AM-4PM"", ""Friday"": ""9AM-4PM"", ""Saturday"": ""9AM-4PM"", ""Sunday"": ""9AM-4PM""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/Azil+%E2%80%9CZoovita%E2%80%9D/@44.9001879,20.3273604,14z/data=!4m8!1m2!2m1!1sAzil+%E2%80%9CZoovita%E2%80%9D!3m4!1s0x475a61600f87dc1f:0x2166e6e87b336165!8m2!3d44.9001879!4d20.3273604",ChIJH9yHD2BhWkcRZWEze-jmZiE
Prihvatilište za pse - Padinska Skela,http://www.veterinabeograd.rs/,"Animal shelter, Tourist attraction",attractions,+381 11 2764366,"Unnamed Road, Beograd",None,44.928262,20.4158951,4.7,29.0,,10.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_fPNxwNNTTkUdQioJWYTVDtRcVbfR0wyP7O3OhhkKXyxxlPBehZD4a3itPFFcCJ82qHAriRf5icUYO31oS2WFzzQsJzldpAvG_VyNSD9tF1GlZM1Co8xs4VwT5jXdccUD7xlwLzA=w800-h500-k-no,"{""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,{},,,"https://www.google.com/maps/place/Prihvatili%C5%A1te+za+pse+-+Padinska+Skela/@44.928262,20.4158951,14z/data=!4m8!1m2!2m1!1sPrihvatili%C5%A1te+za+pse+-+Padinska+Skela!3m4!1s0x475a6178922263c3:0xafd436513788fdbe!8m2!3d44.928262!4d20.4158951",ChIJw2MiknhhWkcRvv2IN1E21K8
Mama Shelter Belgrade,https://mamashelter.com/belgrade/,Hotel,hotels,+381 11 3333000,"Garage entrance:, KNEZA MIHAILA 54A, Uzun Mirkova 3, Beograd 11000",11000,44.8199681,20.4540473,4.5,963.0,,726.0,https://lh3.googleusercontent.com/p/AF1QipMo-Ab1LfZfH95iwL4g_YWRjE7vRdXEV_g6sfxn=w800-h500-k-no,,OPERATIONAL,"{""Other"": {""Free parking"": true, ""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Breakfast"": true, ""Star rating"": ""4 stars"", ""Check-out time"": ""12:00"", ""Check-in time"": ""15:00""}, ""Amenities"": {""Free Wi-Fi"": true}}",,,"https://www.google.com/maps/place/Mama+Shelter+Belgrade/@44.8199681,20.4540473,14z/data=!4m8!1m2!2m1!1sMama+Shelter+Belgrade!3m4!1s0x475a65a89d14e175:0xe8e8ca50c460d863!8m2!3d44.8199681!4d20.4540473",ChIJdeEUnahlWkcRY9hgxFDK6Og
Pasha ARC,https://pashaarc.co.uk/,"Pet adoption service, Service establishment",Pet adoption service,,,,51.2072,-79.5417226,,,,6.0,https://lh3.googleusercontent.com/p/AF1QipN4YKJLPe5WY3T0XMmbCzjtdC9_cJbVaJ6plxW_=w800-h500-k-no,,OPERATIONAL,{},,,"https://www.google.com/maps/place/Pasha+ARC/@51.2072,-79.5417226,14z/data=!4m8!1m2!2m1!1sPasha+ARC!3m4!1s0x8a40540b1d931833:0x4e3454b4cac373a2!8m2!3d51.2072!4d-79.5417226",ChIJMxiTHQtUQIoRonPDyrRUNE4
